race_year_id,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants,latitude,longitude
31215,S1 Trail La Corsa Della Bora,Ultra,TRIESTE,Italy,2019-01-05,06:00:00,Solo,164.2,6720,-6720,9,150,45.6496485,13.7772781
27003,Tjörnarparen - Trail Ultra,100 miles,TJÖRNARP,Sweden,2018-12-08,09:00:00,Solo,162.1,2290,-2310,9,50,55.9999833,13.6350456
34709,Wicklow Way 50 Miles,100 Miles,Wicklow,Ireland,2018-12-07,14:00:00,Solo,160.7,5750,-5750,4,50,52.9802376,-6.0414184
29415,Kullamannen,100 miles,Kullaberg,Sweden,2018-11-02,07:00:00,Solo,161.8,4310,-4280,14,320,56.29295265593233,12.50439215977641
29783,White Rose Ultra,100 Mile,Huddersfield,United Kingdom,2018-10-28,00:00:00,Solo,165.4,4380,-4430,5,60,53.6466645,-1.7822482
33019,GRAN VUELTA VALLE DEL GENAL,100 MILLAS DEL GENAL,BENARRABA,Spain,2018-10-26,20:00:00,Solo,162.8,8020,-7490,17,150,36.5508289,-5.2756812
36091,Bèrghem Ultra Trail,Furuberget Endurance,Hamar,Norway,2018-10-20,10:00:00,Solo,169.7,7440,-7440,18,50,61.0014937,11.16479641006573
30573,Dalmacija Ultra-Trail®,Sky Dut,Omiš,Croatia,2018-10-19,14:00:00,Solo,159.3,7140,-7170,14,150,43.4434966,16.6922771
37943,Rodopi Ultra Trail,Rodopi Advendurun,Haidou,Greece,2018-10-19,06:00:00,Solo,163.0,6910,-6910,6,200,41.3320037,24.71209124474546
30965,Le Grand Raid De La Réunion,La Diagonale Des Fous,Saint-Denis,France,2018-10-18,22:00:00,Solo,168.1,9610,-9560,17,2900,48.935773,2.3580232
30411,Centurion Autumn 100,Centurion Autumn 100,Goring-On-Thames,United Kingdom,2018-10-13,10:00:00,Solo,161.1,1580,-1580,14,250,51.52159775,-1.1218711515875066
33167,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2018-10-12,00:00:00,Solo,162.6,6920,-6920,15,150,41.2666146,24.5002964
35935,Crimea X Run,Stage Race,Yalta,Ukraine,2018-10-10,10:00:00,Solo,174.7,9480,-9530,8,200,44.4970713,34.1586871
30463,100 Miles Sud De France,100 Miles,bolquere,France,2018-10-05,10:00:00,Solo,172.6,8130,-9870,15,500,42.5023721,2.0786803
30505,WUT - Wienerwald Ultra Trail,TITAN-WUT,Purkersdorf,Austria,2018-09-29,06:30:00,Solo,163.8,5360,-5380,15,50,48.2076724,16.1772068
34813,Black River Run,100 Miles,Västerås,Sweden,2018-09-22,10:00:00,Solo,161.5,1030,-1030,9,200,59.6110992,16.5463679
25831,Cotswold Way Century,102 Miles,Chipping Campden,United Kingdom,2018-09-22,12:00:00,Solo,165.7,4150,-4270,10,130,52.0496652,-1.7813927
36617,GARMIN ULTRA RACE STOLOWE MOUNTAINS,Challange 158,RADKÓW,Poland,2018-09-14,06:00:00,Solo,77.5,2460,-2460,11,50,50.5042182,16.401351
25877,SwissPeaks Trail,170K Valais*Wallis,Le Bouveret,Switzerland,2018-09-07,13:00:00,Solo,165.0,10780,-12020,13,400,46.382908,6.8540248
23479,Ultra Tour Monte Rosa,Ultra Tour 170 km,Grächen,Switzerland,2018-09-06,06:00:00,Solo,170.0,10990,-10990,15,200,46.1960178,7.8421612
23475,Ultra Tour Monte Rosa,4 Stage Race 170 km,Grächen,Switzerland,2018-09-05,06:00:00,Solo,171.6,10940,-10920,11,300,46.1960178,7.8421612
33867,Vadrózsa,Vadrózsa 160,Rózsaszentmárton,Hungary,2018-09-01,06:45:00,Solo,159.6,6340,-6350,17,100,47.7828558,19.7419306
25073,UTMB®,UTMB®,Chamonix,France,2018-08-31,18:00:00,Solo,170.0,9990,-9990,16,2300,45.9246705,6.8727506
26491,Ultra Tour des 4 Massifs,Ut4M160 Xtrem,Grenoble,France,2018-08-24,16:00:00,Solo,163.7,10710,-10770,16,700,45.1875602,5.7357819
26497,Ultra Tour des 4 Massifs,Ut4M160 Challenge,Grenoble,France,2018-08-23,08:00:00,Solo,128.6,8690,-8500,12,400,45.1875602,5.7357819
27555,"Beacons 100/50, Beacons Ultra/Marathon - Force12 Events -",Beacons 100,Brecon,United Kingdom,2018-08-18,19:00:00,Solo,162.6,6730,-6730,5,150,51.9472048,-3.391696
35121,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2018-08-17,18:00:00,Solo,157.6,7090,-7120,13,150,42.0073633,24.8762702
25985,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2018-08-04,06:00:00,Solo,168.0,3420,-3460,14,300,51.2151749,-0.7984854
28479,The GAX 100 Miles,The GAX 100 Miles,Ystad,Sweden,2018-07-28,08:00:00,Solo,160.8,1500,-1500,3,70,55.4295203,13.8201171
25599,Chiemgauer 100,100 Mile,Bergen,Germany,2018-07-27,14:00:00,Solo,0.0,0,0,9,150,49.7808936,7.4176059
25513,Montreux Trail Festival,MXtrem,Savigny,Switzerland,2018-07-27,06:00:00,Solo,161.9,11530,-11520,15,300,46.5384249,6.7316194
28553,Pen Llyn Ultra 100,Pen Llyn Ultra 100,Pwllheli,United Kingdom,2018-06-23,05:00:00,Solo,162.6,3210,-3170,7,100,52.8879082,-4.4187565
27531,South Wales 100,South Wales 100,Cardiff,United Kingdom,2018-06-22,19:00:00,Solo,167.1,5660,-5670,11,100,51.4816546,-3.1791934
29115,ULTRA01 by XT,ULTRA01 by XT,OYONNAX,France,2018-06-22,18:00:00,Solo,163.3,5010,-5010,5,200,46.2575174,5.6556181
28883,X Trail Corrèze Dordogne,Trail des tours par équipes,Argentat,France,2018-09-22,09:00:00,Team,48.4,2010,-2300,4,400,45.0985199,1.9238527517102222
26955,Ultra-Trail® Malopolska,UTM 170,Kasinka Mala,Poland,2018-06-15,17:00:00,Solo,172.8,8870,-8870,11,100,49.7024609,20.0370039
27329,Ultra-Trail® Malopolska,UTM 170 NA RATY,Kasinka Mala,Poland,2018-06-15,06:00:00,Solo,170.0,8650,-8650,9,50,49.7024609,20.0370039
25983,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2018-06-09,06:00:00,Solo,155.9,3390,-3440,14,300,50.8115402,-0.3699697
33511,Oh Meu Deus,100 Milhas OMD,Seia,Portugal,2018-06-08,16:00:00,Solo,172.3,7530,-7530,13,85,40.4200998,-7.7028054
24505,Jurassic Coast 100,100 miles,Swanage,United Kingdom,2018-06-01,10:00:00,Solo,168.2,4740,-4740,14,50,50.6086976,-1.9571971
26021,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,Verdens Ende,Norway,2018-05-19,10:00:00,Solo,161.5,3310,-3770,3,200,59.054593,10.405638
22655,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2018-05-05,10:00:00,Solo,161.2,3210,-3160,13,300,51.4893335,-0.14405508452768728
32405,Salomon Hammer Trail,100 Miles,allinge,Denmark,2018-05-04,10:00:00,Solo,156.0,6000,-6620,12,500,55.2746124,14.799119
29411,Aktivitus Trailrace,Ultra-Trail®,Jonsered,Sweden,2018-04-28,05:00:00,Solo,164.8,3040,-3040,8,50,57.7469786,12.1712604
25257,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2018-04-21,10:00:00,Solo,159.1,1640,-1640,13,150,59.4670482,18.0658494
23711,100 Miles Of Istria,RED,Umag,Croatia,2018-04-06,16:00:00,Solo,168.0,6540,-6820,12,600,45.4323587,13.5224098
24601,Montane Spine Races,Challenger,Edale,United Kingdom,2018-01-13,08:00:00,Solo,174.8,4590,-4590,4,120,53.368733899999995,-1.8223272292790735
20653,Sandsjöbacka Trail,Ultra Triple,Åsa,Sweden,2018-01-12,18:00:00,Solo,159.5,2490,-2510,9,100,57.3632692,12.1357043
26623,Wicklow Way 50 Miles,100 Miles,Wicklow,Ireland,2017-12-01,14:00:00,Solo,160.8,5490,-5480,4,50,52.9802376,-6.0414184
25451,Kullamannen,100 miles,Kullaberg,Sweden,2017-11-03,00:00:00,Solo,157.4,2900,-2930,14,175,56.29295265593233,12.50439215977641
21335,Bèrghem Ultra Trail,Bèrghem Ultra100M Stenfjellet,Hamar,Norway,2017-10-21,10:00:00,Solo,162.0,2940,-2940,1,50,61.0014937,11.16479641006573
17291,Centurion Autumn 100,Centurion Autumn 100,Goring-On-Thames,United Kingdom,2017-10-21,10:00:00,Solo,161.8,2120,-2120,14,300,51.52159775,-1.1218711515875066
26383,Autumn Asylum,March Extended,Rajamäki,Finland,2017-10-20,20:00:00,Solo,168.2,1360,-1360,1,15,60.5288653,24.7582108
21187,Dalmacija Ultra-Trail®,Sky Dut,Omiš,Croatia,2017-10-20,15:00:00,Solo,155.3,6720,-6740,13,150,43.4434966,16.6922771
26299,Rodopi Ultra Trail,Rodopi Advendurun,Haidou,Greece,2017-10-20,06:00:00,Solo,162.1,6590,-6580,6,200,41.3320037,24.71209124474546
20273,Grand Raid De La Réunion,La Diagonale Des Fous,Saint-Denis,France,2017-10-19,22:00:00,Solo,164.9,10000,-9960,18,2500,48.935773,2.3580232
22799,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2017-10-13,00:00:00,Solo,166.4,7540,-7530,15,150,41.2666146,24.5002964
17537,Crimea X Run,Stage Race,Yalta,Ukraine,2017-10-11,10:00:00,Solo,159.3,9430,-9400,12,200,44.4970713,34.1586871
19353,100 Miles Sud De France,100 Miles,bolquere,France,2017-10-06,10:00:00,Solo,166.1,8060,-9800,15,500,42.5023721,2.0786803
15369,Cotswold Way Century,100 Miles,Chipping Campden,United Kingdom,2017-09-23,12:00:00,Solo,166.7,4210,-4370,10,120,52.0496652,-1.7813927
19093,Black River Run,100 Miles,Västerås,Sweden,2017-09-16,10:00:00,Solo,161.0,1090,-1090,9,200,59.6110992,16.5463679
14019,SwissPeaks Trail,170K Valais*Wallis,Le Bouveret,Switzerland,2017-09-08,13:00:00,Solo,171.0,10560,-12530,12,400,46.382908,6.8540248
17705,Ultra Tour Monte Rosa,4 Stage Race 170 km,Grächen,Switzerland,2017-09-06,06:00:00,Solo,161.0,12250,-12250,11,300,46.1960178,7.8421612
24327,Vadrózsa 50,Vadrózsa 160,Rózsaszentmárton,Hungary,2017-09-02,06:45:00,Solo,159.6,6340,-6350,17,100,47.7828558,19.7419306
17653,Ultra Tour Monte Rosa,Ultra Tour 170 (GG),Grächen,Switzerland,2017-09-01,06:00:00,Solo,163.8,11030,-11010,15,50,46.1960178,7.8421612
17383,UTMB®,UTMB®,Chamonix,France,2017-09-01,18:00:00,Solo,168.6,9980,-9980,16,2300,45.9246705,6.8727506
16177,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2017-08-18,18:00:00,Solo,157.0,7100,-7120,13,100,42.0073633,24.8762702
16621,Ultra Tour Des 4 Massifs,Ut4M160 Xtrem,Grenoble,France,2017-08-17,18:00:00,Solo,171.3,11390,-11390,15,700,45.1875602,5.7357819
19705,Force 12 Events,Beacons 100,Brecon,United Kingdom,2017-08-11,19:00:00,Solo,162.6,6730,-6730,5,150,51.9472048,-3.391696
15312,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2017-08-05,06:00:00,Solo,170.2,3490,-3520,14,300,51.2151749,-0.7984854
16853,Chiemgauer 100,100 Mile,Bergen,Germany,2017-07-28,14:00:00,Solo,0.0,0,0,9,150,49.7808936,7.4176059
16701,Montreux Trail Festival,MXtreme 160,Savigny,Switzerland,2017-07-28,06:00:00,Solo,162.6,11530,-11520,15,300,46.5384249,6.7316194
17709,The GAX 100 Miles,The GAX 100 Miles,Ystad,Sweden,2017-07-08,08:00:00,Solo,161.2,1640,-1640,3,70,55.4295203,13.8201171
16503,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Beasain,Spain,2017-07-07,18:00:00,Solo,170.7,10160,-10160,15,515,43.0473269,-2.2032868
21659,Aktivitus Trailrace,Ultra-Trail®,Jonsered,Sweden,2017-07-01,04:15:00,Solo,160.4,2620,-2620,8,50,57.7469786,12.1712604
22919,100 Mile Spa,100 Mile Spa,Spa,Belgium,2017-06-24,13:00:00,Solo,156.9,3820,-3870,5,150,50.4920654,5.8627569
22953,MONTANE® Spine® Summer Races,Flare,Edale,United Kingdom,2017-06-24,08:00:00,Solo,174.8,4200,-4200,6,50,53.368733899999995,-1.8223272292790735
18025,South Wales 100,South Wales 100,Cardiff,United Kingdom,2017-06-23,19:00:00,Solo,165.9,6270,-6280,11,100,51.4816546,-3.1791934
18109,Festiwal Biegu Rzeznika,Bieg Rzeznika Ultra 160K,Cisna,Poland,2017-06-16,00:00:00,Solo,159.8,5250,-5250,12,150,49.2131799,22.3283323
13863,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2017-06-10,06:00:00,Solo,156.7,3400,-3460,14,300,50.8115402,-0.3699697
17725,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,Verdens Ende,Norway,2017-05-27,10:00:00,Solo,168.1,3350,-3840,3,200,59.054593,10.405638
15209,NUTS Karhunkierros,160k,Kuusamo,Finland,2017-05-26,12:00:00,Solo,163.2,3650,-3640,7,82,65.9645637,29.1883283
18887,Ultra-Trail® Malopolska,UTM 170,Kasinka Mala,Poland,2017-05-19,20:00:00,Solo,173.8,8450,-8450,11,100,49.7024609,20.0370039
15901,Salomon Hammer Trail,100 Miles,allinge,Denmark,2017-05-05,10:00:00,Solo,161.5,5840,-5840,12,500,55.2746124,14.799119
14011,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2017-04-29,10:00:00,Solo,160.7,1880,-1850,13,300,51.4893335,-0.14405508452768728
21897,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2017-04-22,10:00:00,Solo,160.3,1780,-1780,13,150,59.4670482,18.0658494
19461,ULTRA-TRAIL® SIERRAS DEL BANDOLERO,ULTRA-TRAIL® SIERRAS DEL BANDOLERO,Prado del Rey,Spain,2017-03-03,18:00:00,Solo,163.4,6640,-6640,14,400,36.7879415,-5.5572276
14745,Montane Spine Races,Challenger,Edale,United Kingdom,2017-01-14,08:00:00,Solo,172.8,4900,-4900,4,120,53.368733899999995,-1.8223272292790735
11758,S1 Trail La Corsa Della Bora,S1 Ipertrail,TRIESTE,Italy,2017-01-05,06:00:00,Solo,163.7,6610,-6610,4,50,45.6496485,13.7772781
16487,Wicklow Way 50 Miles,100 Miles,Wicklow,Ireland,2016-12-02,14:00:00,Solo,161.6,6800,-6800,6,50,52.9802376,-6.0414184
16703,Autumn Asylum,March Extended,Rajamäki,Finland,2016-10-21,20:00:00,Solo,160.5,2100,-2100,2,50,60.5288653,24.7582108
12923,Dalmacija Ultra-Trail®,Sky Dut,Omiš,Croatia,2016-10-21,13:00:00,Solo,161.4,5960,-5930,12,100,43.4434966,16.6922771
18115,Rodopi Advendurun,100 miles,Haidou,Greece,2016-10-21,06:00:00,Solo,164.1,6610,-6610,6,200,41.3320037,24.71209124474546
15338,Le Grand Raid De La Réunion,Le Grand Raid De La Réunion,Saint-Denis,France,2016-10-20,22:00:00,Solo,167.5,10100,-10060,0,2500,48.935773,2.3580232
11352,Centurion Autumn 100,Centurion Autumn 100,Goring-On-Thames,United Kingdom,2016-10-15,10:00:00,Solo,162.4,2130,-2140,14,300,51.52159775,-1.1218711515875066
12788,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2016-10-14,00:00:00,Solo,165.2,7580,-7580,15,150,41.2666146,24.5002964
12179,100 Miles Sud De France,100 Miles,bolquere,France,2016-10-07,10:00:00,Solo,164.3,8060,-9800,15,500,42.5023721,2.0786803
12131,Cotswold Way Century,100 Miles,Chipping Campden,United Kingdom,2016-09-24,12:00:00,Solo,166.7,4210,-4370,10,120,52.0496652,-1.7813927
12087,Black River Run,100 Miles,Västerås,Sweden,2016-09-17,10:00:00,Solo,161.2,1040,-1050,9,200,59.6110992,16.5463679
18059,Vadrózsa,Vadrózsa 160,Rózsaszentmárton,Hungary,2016-09-10,00:00:00,Solo,158.8,6680,-6680,17,100,47.7828558,19.7419306
11263,UTMB®,UTMB®,Chamonix,France,2016-08-26,00:00:00,Solo,171.0,10080,-10080,16,2300,45.9246705,6.8727506
12089,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2016-08-19,18:00:00,Solo,157.1,7130,-7130,13,100,42.0073633,24.8762702
11310,Ultra Tour Des 4 Massifs,Ut4M160 Xtrem,Grenoble,France,2016-08-19,07:00:00,Solo,163.2,10530,-10530,15,500,45.1875602,5.7357819
11486,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2016-08-06,06:00:00,Solo,170.2,3490,-3520,14,300,51.2151749,-0.7984854
12166,Chiemgauer 100,100 Mile,Bergen,Germany,2016-07-29,14:00:00,Solo,160.0,7500,-7500,9,150,49.7808936,7.4176059
10911,The GAX 100 Miles,The GAX 100 Miles,Ystad,Sweden,2016-07-23,08:00:00,Solo,160.7,1600,-1590,5,70,55.4295203,13.8201171
10953,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Beasain,Spain,2016-07-08,18:00:00,Solo,170.7,10152,-10152,15,500,43.0473269,-2.2032868
10802,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2016-06-11,06:00:00,Solo,156.7,3390,-3440,14,300,50.8115402,-0.3699697
11465,Borås Ultra Marathon,BUM 100 Miles,Borås,Sweden,2016-05-27,18:00:00,Solo,158.8,3100,-3180,10,30,57.7210839,12.9407407
10935,NUTS Karhunkierros,160k,Kuusamo,Finland,2016-05-27,12:00:00,Solo,162.4,1730,-1720,7,60,65.9645637,29.1883283
11321,Salomon Hammer Trail,100 Miles,allinge,Denmark,2016-05-06,11:00:00,Solo,161.5,5840,-5840,12,500,55.2746124,14.799119
10686,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2016-04-30,00:00:00,Solo,166.9,1532,-1502,13,300,51.4893335,-0.14405508452768728
10990,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2016-04-16,10:00:00,Solo,158.2,1540,-1540,13,250,59.4670482,18.0658494
14747,Montane Spine Races,Challenger,Edale,United Kingdom,2016-01-09,08:00:00,Solo,170.5,4750,-4750,4,100,53.368733899999995,-1.8223272292790735
14757,Montane Spine Races,Montane Spine MRT Challenge,Edale,United Kingdom,2016-01-09,10:00:00,Solo,170.5,4750,-4750,4,30,53.368733899999995,-1.8223272292790735
8966,Centurion Autumn 100,Centurion Autumn 100,Goring-On-Thames,United Kingdom,2015-10-17,00:00:00,Solo,162.4,2130,-2140,15,240,51.52159775,-1.1218711515875066
11924,Rodopi Advendurun,100 miles,Haidou,Greece,2015-10-16,06:00:00,Solo,164.1,6610,-6610,0,159,41.3320037,24.71209124474546
10454,100 Miles Sud De France,100 Miles,bolquere,France,2015-10-09,10:00:00,Solo,164.6,8000,-9734,15,500,42.5023721,2.0786803
10153,MAGREDI MOUNTAIN TRAIL,MAGREDI MOUNTAIN TRAIL 100 MI (MMT 100 MILE),Fontanafredda,Italy,2015-10-02,18:00:00,Solo,160.5,7218,-7203,16,200,45.9733967,12.5691228
10766,Black River Run,100 Miles,Västerås,Sweden,2015-09-19,10:00:00,Solo,161.2,1040,-1050,9,200,59.6110992,16.5463679
10297,Trail Karpatia,Trail Karpatia,Volovets,Ukraine,2015-05-30,11:00:00,Solo,164.7,8860,-8860,5,80,48.7146406,23.1888322
9963,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2015-04-11,00:00:00,Solo,159.5,2510,-2520,13,150,59.4670482,18.0658494
6857,Rodopi Advendurun,100 miles,Haidou,Greece,2014-10-17,00:00:00,Solo,164.1,6610,-6610,0,115,41.3320037,24.71209124474546
